Name,RMS,ZCR,Silence Ratio,Bandwidth,Centroid,Mfcc1,Mfcc2,Mfcc3,Mfcc4,Mfcc5,Mfcc6,Mfcc7,Mfcc8,Mfcc9,Mfcc10,Mfcc11,Mfcc12
./Audio/Eng01.wav,0.059786223,0.287974552,0.172532949,2381.478964152,3988.355999299,-382.1869,-14.724493,-44.38672,8.340604,-12.270374,-21.891773,-22.964714,-26.277624,-13.149838,-19.253458,-25.763874,-0.82254076
./Audio/Eng02.wav,0.01685948,0.268453664,0.173975775,2306.269540463,3675.987796087,-532.9963,9.090907,-19.0349,16.129805,-23.87113,-30.137941,-13.3520975,-6.0417757,-16.83367,-2.3847835,-19.233706,1.7323812
./Audio/Eng03.wav,0.059287176,0.363816743,0.169487272,2522.555066279,4632.541541794,-434.39673,-28.56391,1.581353,31.65077,-17.051132,-12.569154,-13.724842,-15.221311,-10.913804,4.6188116,-9.740402,9.324215
./Audio/Eng04.wav,0.03371911,0.206425108,0.15587958,2248.983719965,3040.282442631,-451.74142,50.950294,-36.243313,-5.6479673,-13.654116,-34.654778,-1.3902309,-14.164634,-13.654854,-2.5595748,-22.552822,-2.4482954
./Audio/Eng05.wav,0.030777553,0.216182962,0.124626989,2634.601776022,3467.751439728,-484.95673,28.106031,-7.04723,-16.133638,-24.658016,-24.540037,-10.944727,-3.8070292,-14.770754,3.2370884,-10.837591,2.469841
./Audio/Eng06.wav,0.018655796,0.23658457,0.168346941,2573.428568624,3605.772992693,-488.8784,31.208775,-17.595102,-3.704654,-12.33473,-11.497604,-9.65624,-5.29669,-12.9955435,2.1791246,-3.538546,0.26559123
./Audio/Eng07.wav,0.005754061,0.267422704,0.148916715,2659.890728187,3782.898807393,-656.2706,22.14422,-21.789707,18.67618,-8.1901045,-14.631292,-12.265331,-17.643524,6.7831793,-29.851345,-0.84779054,-10.662876
./Audio/Eng08.wav,0.026596295,0.260970138,0.146165762,2356.628944485,3585.2190584,-516.4956,6.6794415,-38.29978,0.20605841,-20.247572,-24.567572,-18.519562,-23.138538,-11.077961,-8.703484,-15.52206,-1.3406639
./Audio/Eng09.wav,0.03645092,0.254237376,0.136268626,2619.748512002,3709.265978919,-398.9121,18.245544,-26.301268,2.8593144,-21.130577,-20.567545,-7.3247867,-17.04957,0.7685977,-5.322663,-2.0698721,-3.811494
./Audio/Eng10.wav,0.023730526,0.362871974,0.17673968,2668.406131989,4686.903241348,-493.03696,-14.742256,-5.9493494,-3.6392508,-20.76065,-21.784203,-20.031164,-18.105879,-2.4835765,-4.8486366,-11.216102,-2.9551823
./Audio/Eng11.wav,0.012834273,0.251903908,0.228349843,2148.256425382,3521.514336151,-573.5848,2.8577693,-46.64853,22.408245,-13.474348,-15.938894,-1.095306,-25.494967,-3.3948078,-13.354674,-7.9758277,-6.361345
./Audio/Eng12.wav,0.021221677,0.295110971,0.181296108,2249.487148279,4013.433822024,-521.23584,-17.725122,-6.081762,16.352734,-29.578936,-20.248476,-35.201466,-12.36115,-19.264994,-13.041101,-9.771724,-7.8649216
./Audio/Eng13.wav,0.017180283,0.211458161,0.194066541,2296.640886424,3230.026569073,-551.29285,16.030087,-44.75006,-0.9797064,-29.790432,-27.323204,-20.401049,-16.886024,-10.140139,-7.841952,-8.857298,3.7762516
./Audio/Eng14.wav,0.01185042,0.25095843,0.172973309,2492.136038082,3564.016237257,-560.93353,23.690758,-32.27023,-2.1053193,-21.149427,-8.468333,-13.680656,-18.594938,0.5938743,-2.5935261,-12.643684,-3.6810286
./Audio/Eng15.wav,0.022163589,0.318924072,0.173753005,2655.411947679,4347.783936777,-461.27628,-11.994026,-14.889324,8.531889,-21.754442,-22.124435,-11.059813,-20.601582,-10.966929,-15.675704,-15.958195,-8.990288
./Audio/Eng16.wav,0.009429123,0.336604925,0.197433775,2436.139573165,4347.177948532,-564.99744,-12.718227,-31.988585,3.3588321,-22.396803,-17.943136,-5.1048036,-20.79121,-5.2992873,-8.550283,-11.183358,-6.6581035
./Audio/Eng17.wav,0.039384976,0.293126761,0.150937189,2502.455184764,4005.688197418,-474.7044,1.0442095,-12.584969,19.396503,-17.289091,-9.0249605,-5.4692283,-7.5341268,-11.827209,0.2361917,-10.484578,1.2039682
./Audio/Eng18.wav,0.015132897,0.331189386,0.169307962,2637.874756843,4416.701123168,-552.5517,-20.321896,-14.979509,-2.6328769,3.3602479,-12.162805,-6.395218,-10.564107,-6.2193065,-14.300017,-18.720423,-5.6545596
./Audio/Eng19.wav,0.016014595,0.232888138,0.134086953,2272.322120327,3299.35642392,-538.8725,37.186005,-32.813335,-1.4640868,-6.720112,-34.276814,-12.617519,-18.526169,-10.184906,-1.8244895,-20.595564,-6.9825797
./Audio/Eng20.wav,0.012627389,0.279685428,0.202283136,2625.663880104,4015.535260899,-525.92145,13.10344,-3.8414974,14.40639,-0.96379864,-15.582191,-8.9905815,-12.874591,-8.7471895,-7.0400414,-27.414545,1.357852
./Audio/Eng21.wav,0.028485568,0.256323048,0.174208907,2392.159766497,3586.307295883,-467.1493,6.119207,-50.641697,6.0547667,-11.876062,-41.239353,-8.813576,-23.382175,-15.704143,-5.48819,-24.858961,2.1086924
./Audio/Eng22.wav,0.007395722,0.298400717,0.167888449,2539.201571419,3910.218812054,-586.3396,26.752052,-26.625637,9.441838,12.212629,-21.315214,-5.1127543,-14.090368,4.00345,2.0058696,-7.158744,6.072181
./Audio/Eng23.wav,0.00536693,0.344081565,0.128105831,3016.414103195,4723.097664523,-641.78046,13.815545,13.750241,-22.278265,26.162285,-6.7661624,-18.293467,14.950106,-18.625898,-5.989204,-5.6196446,-3.829826
./Audio/Eng24.wav,0.01946455,0.307808874,0.231929708,2411.948083117,4019.241745432,-507.18152,3.2674081,-32.828453,-0.7538458,-20.76623,-31.624792,-6.4552283,-15.799657,-26.334585,4.0126376,-26.884092,3.794014
./Audio/Eng25.wav,0.015951158,0.271365219,0.173672704,2631.375222206,3810.6693564,-495.42905,18.339735,-15.989217,6.9448547,3.1639156,-14.22212,-11.216929,-8.812369,-1.9394424,-1.1292228,-8.935127,4.9961734
./Audio/Eng26.wav,0.04601601,0.252908965,0.150846527,2442.790669978,3640.070654271,-376.65292,5.336501,-39.9375,-1.5307662,-23.464926,-18.962921,-8.336211,-17.956417,-15.838178,-8.231426,-15.521976,-1.8280351
./Audio/Eng27.wav,0.008025813,0.247129891,0.159472397,2540.643048753,3476.024874442,-586.8241,37.942883,-16.043242,3.756597,-26.207735,-10.937515,-11.137037,-17.024542,-14.463375,-16.396858,-9.828885,-14.442751
./Audio/Eng28.wav,0.010885868,0.285570706,0.163552201,2843.588120182,3914.860311802,-567.877,31.394707,-21.628546,-2.8176646,10.429334,-10.164857,-2.8110359,-18.720055,0.9202487,-3.3436904,7.3199744,2.0378773
./Audio/Eng29.wav,0.01007104,0.297079638,0.151802367,2628.960207917,4115.679518633,-525.86755,15.172784,7.345773,0.4184724,-18.445063,-8.166359,-16.54501,0.37893447,-5.8628216,-3.5498157,-10.9660015,-6.167148
./Audio/Eng30.wav,0.011762281,0.362444566,0.159086435,2706.310866293,4603.853253406,-529.6495,-15.804301,-10.168141,16.957214,-5.015714,-1.5630664,-22.07204,-3.44224,-11.309762,-8.480023,-3.7091248,-2.752407
./Audio/Eng31.wav,0.013147879,0.204679211,0.149059184,2612.748636723,3300.217979272,-519.2401,42.522526,-10.813953,6.4603386,-7.2643065,-16.444286,-9.899328,-9.07497,1.9019912,-3.2263527,0.28044108,1.7043189
./Audio/Eng32.wav,0.004671613,0.342382294,0.211577317,2386.050876591,4066.525360688,-676.4377,-3.346997,-26.500574,3.7181044,-13.972573,-5.0503225,-13.621803,-5.1455765,-6.212943,-1.489637,-6.2326245,-1.7871796
./Audio/Eng33.wav,0.009875163,0.25516257,0.18101376,2861.962788851,3719.215001892,-513.7135,37.515553,-5.952573,-1.4414263,5.229978,-14.875151,-24.960833,6.645982,-5.922183,6.2025642,-5.315447,-6.5072374
./Audio/Eng34.wav,0.00644443,0.293766578,0.212237856,2611.80745084,4071.127331738,-612.0116,2.3628094,-17.089474,7.411207,-10.259918,-20.385193,-14.65826,-8.294715,-15.206187,-1.72635,-19.80623,-5.1129904
./Audio/Eng35.wav,0.008121628,0.254683355,0.190196556,2243.178011049,3470.91004453,-563.86163,19.202377,-35.91062,10.112555,-32.08494,-25.02463,-27.627071,-28.811474,-16.038774,-0.05461659,-11.281998,-2.5049562
./Audio/KOR01.wav,0.009250103,0.216206275,0.130768713,2446.72988119,3213.824777211,-501.9829,43.405907,-24.670113,17.818907,-12.593266,-3.3892658,-9.503099,-5.0557957,-18.269753,-5.8626103,-15.216281,0.61928236
./Audio/KOR02.wav,0.018285492,0.289238644,0.135382129,2930.98077899,4139.704743331,-454.44904,16.805567,4.093774,2.0820138,-15.894882,-12.028991,-10.645299,-9.529903,-3.7825835,2.159121,-11.90747,9.868917
./Audio/KOR03.wav,0.019905837,0.333927387,0.145261729,2667.963796598,4490.405587416,-442.81937,-14.95247,-10.775124,7.2771416,-14.585146,-16.761059,-12.8695135,2.9910932,-10.330382,0.644106,-13.816645,-3.3700979
./Audio/KOR04.wav,0.018394843,0.218439158,0.17408457,2339.968886873,3158.604847592,-480.60992,36.09994,-36.069595,-3.4279273,-39.214027,-15.800361,-25.252237,-18.412857,-10.925481,-14.881347,-8.59765,-14.232708
./Audio/KOR05.wav,0.002506049,0.254579741,0.15993607,2847.020996216,3868.695604542,-650.3951,26.200985,2.5758474,16.99974,-3.4876096,-11.861458,-9.08373,-15.061842,-2.220193,-4.473105,-10.053189,2.3892512
./Audio/KOR06.wav,0.015669305,0.174535291,0.149458098,2687.804759902,3084.776692489,-479.5271,57.129673,-6.0007486,-11.411765,-22.62794,-12.267336,-18.182623,-9.432383,-9.746238,-9.914225,-0.9773022,-6.7016535
./Audio/KOR07.wav,0.019009417,0.201736572,0.138441334,2565.988166329,3352.252502619,-492.0539,39.784412,5.2026863,6.784711,-28.533659,-0.711973,1.1620942,-11.983792,-6.5295053,-13.5900135,-7.4790335,-2.5969048
./Audio/KOR08.wav,0.006104132,0.357735308,0.145103718,2639.738733654,4492.049619385,-561.13306,-9.670545,-18.980234,-6.5156274,-25.431019,1.3836207,-21.181293,-1.7141751,-17.083027,-6.0561523,-0.26082575,-7.691871
./Audio/KOR09.wav,0.023101851,0.275364721,0.126448006,2736.073185071,3955.593256377,-449.41714,5.3289113,-5.9875703,11.716988,-19.30687,-17.754284,-12.572995,-7.22066,-16.456165,-11.179959,-24.277784,-1.7392018
./Audio/KOR10.wav,0.013570828,0.306707974,0.160200286,2712.343181135,4147.794982583,-530.4355,-0.39648566,-8.518467,-21.401743,-31.843065,-8.363922,-24.953587,-12.503137,-16.15557,-7.118578,-17.176159,-5.629842
./Audio/KOR11.wav,0.008472977,0.288811236,0.176617934,2832.230253386,4138.281484231,-564.71155,14.174996,-4.0385385,-6.95682,-17.83932,-15.311477,-14.35635,-11.77968,-11.741505,-11.466486,-14.692695,-7.770631
./Audio/KOR12.wav,0.032313515,0.275346589,0.137721216,2723.534950179,3925.881521093,-415.4794,13.420993,-19.348953,-10.050427,-25.212088,-3.7482867,-16.535986,-2.9121041,-6.6831565,-0.8710677,-10.831423,-10.003077
./Audio/KOR13.wav,0.019295812,0.265710482,0.159653722,2538.666812476,3694.950007003,-457.31512,10.732588,-33.064648,-7.1216397,-35.9933,-9.849934,-14.680203,-6.0931044,-6.760057,-4.985306,-3.9231346,-2.3605711
./Audio/KOR14.wav,0.012020841,0.292163151,0.217418559,2605.187618713,4052.226817133,-570.21814,3.1570861,-27.347332,-5.859966,-28.078793,-16.094835,-23.760756,-8.579225,-12.48187,-8.092224,-10.524088,-0.14090872
./Audio/KOR15.wav,0.05406433,0.295660125,0.170188681,2603.755891602,4272.792122965,-403.43402,-14.625318,-14.828531,0.11554667,-41.075447,-19.406618,-32.24425,-19.442087,-13.595392,-2.637746,-26.996109,2.3130615
./Audio/KOR16.wav,0.020462366,0.240804252,0.139011211,2459.375235976,3545.644373512,-454.07278,11.587852,-33.328423,22.816803,-16.51446,-11.067156,-22.542923,-25.501925,-5.7298236,-7.836391,-11.053569,-4.8269653
./Audio/KOR17.wav,0.02364023,0.422859334,0.149797435,2727.093839276,5254.314135926,-446.56732,-33.149727,6.8065143,3.6427815,-14.688469,-14.175842,-14.137654,-2.8606067,-18.569756,0.42327443,-6.032904,-3.166723
./Audio/KOR18.wav,0.002961502,0.205059993,0.133128523,2608.320503545,3195.185853327,-664.52704,53.43092,-3.6234024,8.449616,-17.116632,-4.2138505,-9.140622,-15.24881,-10.309331,-4.3848977,-13.205265,-4.8025517
./Audio/KOR19.wav,0.001425894,0.15433314,0.115938951,2857.604331116,2835.135589639,-720.7903,81.03373,2.9555042,1.1660365,8.30821,-6.8851385,-3.5080333,-8.987171,-11.196857,0.58885133,-6.2311625,-3.6090114
./Audio/KOR20.wav,0.004949308,0.233553859,0.127121498,2429.52698004,3427.651926499,-624.603,23.822,-31.617887,-0.6043195,-27.114223,-2.9342332,-16.607996,-13.933337,-25.44178,13.596201,-13.715987,-2.2705522
./Audio/KOR21.wav,0.002344223,0.264972231,0.128996912,2945.720328003,4018.161976724,-645.61694,10.728303,-15.342026,3.066798,-8.332029,-11.101928,5.7137637,-5.786504,-4.659204,6.140352,-8.543598,4.789102
./Audio/KOR22.wav,0.021467257,0.234266205,0.19022764,2440.957227435,3417.197101214,-470.09644,21.40627,-43.60337,-5.889782,-42.767212,-23.544153,-25.260128,-11.363069,-15.23015,-7.2383175,-10.995215,-11.727901
./Audio/KOR23.wav,0.028360983,0.257685573,0.147536058,2821.94580391,3895.532103275,-410.0722,18.377865,-10.805756,-5.503705,-12.148654,-13.997707,-25.80766,-19.0887,-24.229712,-11.976545,-8.734222,-3.6451817
./Audio/KOR24.wav,0.006699317,0.245042067,0.147960875,2763.733594028,3660.532179284,-567.29144,23.22089,-21.071703,0.80065334,-16.44624,-25.350302,-9.450761,-10.525442,-19.770662,-4.9762316,-12.698485,-8.43959
./Audio/KOR25.wav,0.02159921,0.308500497,0.13693893,2846.867918559,4336.519854152,-482.86438,-13.749099,-30.099262,-19.796904,-27.77165,-29.964508,-16.722553,-15.196592,-24.37342,-11.791273,-27.691872,1.6614583
./Audio/KOR26.wav,0.008740653,0.28338704,0.140946204,2808.553083466,3990.074229123,-581.8975,20.644978,-13.198176,-7.609371,-20.39647,-4.039036,0.607146,-18.190845,-13.0925865,12.716065,-19.189974,-4.657777
./Audio/KOR27.wav,0.003652142,0.191022878,0.131457746,2725.823343243,3106.368630244,-648.8238,60.866596,2.4261487,-5.105916,-7.754112,-12.011369,-3.773066,-23.54037,-13.636787,-8.0783825,-11.795963,-3.1146257
./Audio/KOR28.wav,0.002194398,0.276522609,0.11969237,2928.566034061,4202.56756402,-716.1851,5.092152,16.739449,29.080221,15.966062,-17.744772,-26.53135,-13.240917,-20.838583,-24.900036,-16.954813,-8.759792
./Audio/KOR29.wav,0.001607119,0.279353863,0.148111116,2750.095652869,3873.427144499,-732.6937,39.33549,5.797579,12.044774,7.085344,-3.1220767,-3.3040113,-5.183905,-23.100939,4.099307,-16.337421,9.3623085
./Audio/KOR30.wav,0.025768971,0.170357054,0.137959528,2355.240262872,2631.738577376,-470.6111,67.89178,-20.61059,-14.975299,-17.68017,-19.744492,-18.390198,-8.312995,-18.557522,0.8496407,-6.0801816,-3.7961998
./Audio/KOR31.wav,0.005457364,0.226754186,0.127898603,2372.072232028,3249.092075765,-610.3025,46.171154,-31.099073,16.692327,-30.03786,2.964408,-25.02935,-8.345265,-26.391438,-3.2585614,-8.988152,-16.968483
./Audio/KOR32.wav,0.001696687,0.314934172,0.125289352,2911.387064432,4067.566054457,-793.5388,26.207712,0.4357969,4.5364547,-12.600738,-9.657951,-6.837549,-11.576919,-2.3731015,-2.5050473,-10.673786,-0.2767973
./Audio/KOR33.wav,0.011548544,0.270896365,0.132335875,2424.775629702,3574.997301447,-604.2431,26.683739,-24.052729,-6.379855,-27.172245,-6.952498,-1.7458514,-3.7610044,-18.881115,0.85784996,-16.960634,1.4469786
./Audio/KOR34.wav,0.00307545,0.360600236,0.14188132,2830.010801151,4732.365119003,-708.5537,-15.893655,-18.529968,-5.0687423,-5.6538887,-7.3881407,-5.0512114,-22.622374,-19.190718,-16.974628,-8.992402,-0.18372047
./Audio/KOR35.wav,0.002736151,0.327156209,0.153496456,2679.449278023,4182.472909533,-663.7666,15.192137,-21.210894,-1.2888025,-4.5538583,-4.801153,-16.596912,-8.580356,3.9763238,0.90970844,-4.5218754,8.599027
./Audio/VIE_01.wav,0.013895179,0.259230132,0.166108754,2831.188161659,3997.494153442,-547.2789,21.847092,7.9972224,-27.84249,-23.825937,-14.691652,-14.412505,-12.185547,-4.4079633,-3.3052664,-16.309645,-6.366688
./Audio/VIE_02.wav,0.03176184,0.232258683,0.188507647,2582.453316294,3516.976028976,-389.5889,29.845669,-22.338562,8.10163,-15.221372,-20.48131,-6.406429,-12.3402815,-19.011656,-8.160021,-13.654484,-1.8665111
./Audio/VIE_03.wav,0.051935617,0.192468294,0.133628461,1666.867621044,2537.728044769,-410.5928,68.55138,-69.84046,11.031644,-33.874393,-36.521133,-4.510091,-10.551605,-16.351854,-1.199232,-20.82712,-5.3454676
